@relation 'eucalyptus-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.AddExpression-Elog(a8)-NLogRainfall-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1500.0-max-default1400.0-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R8-decimals-1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C15-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C12-Lfirst-last-M-weka.filters.unsupervised.attribute.Discretize-Y-B5-M-1.0-R1-unset-class-temporarily-weka.filters.unsupervised.attribute.Discretize-Y-B5-M-1.0-R3,7-10,12-20,22-unset-class-temporarily-weka.filters.unsupervised.attribute.Reorder-R1-20,22,21'

@attribute ID {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Abbrev {Cra,Cly,Nga,Wai,K81,Wak,K82,WSp,K83,Lon,Puk,Paw,K81a,Mor,Wen,WSh}
@attribute Rep {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Locality {Central_Hawkes_Bay,Northern_Hawkes_Bay,Southern_Hawkes_Bay,Central_Hawkes_Bay_(coastal),Central_Wairarapa,South_Wairarapa,Southern_Hawkes_Bay_(coastal),Central_Poverty_Bay}
@attribute Map_Ref {N135_382/137,N116_848/985,N145_874/586,N142_377/957,N158_344/626,N162_081/300,N158_343/625,N151_912/221,N162_097/424,N166_063/197,N146_273/737,N141_295/063,N98_539/567,N151_922/226}
@attribute Latitude {39__38,39__00,40__11,39__50,40__57,41__12,40__36,41__08,41__16,40__00,39__43,82__32}
@attribute Altitude {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Rainfall {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Frosts {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Year {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Sp {co,fr,ma,nd,ni,ob,ov,pu,rd,si,mn,ag,bxs,br,el,fa,jo,ka,re,sm,ro,nc,am,cr,pa,ra,te}
@attribute PMCno {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute DBH {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Ht {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Surv {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Vig {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Ins_res {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Stem_Fm {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Crown_Fm {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Brnch_Fm {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute LogRainfall {'\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\''}
@attribute Utility {none,low,average,good,best}

@data
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fa,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fa,'\'B4of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',average
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B4of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',jo,'\'B3of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ka,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B2of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',nd,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B3of5\'','\'B4of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ob,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ov,'\'B4of5\'','\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',pu,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B4of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B5of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B2of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',rd,'\'B3of5\'','\'B1of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',sm,'\'B3of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B1of5\'','\'B2of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ag,'\'B2of5\'','\'B1of5\'','\'B2of5\'','\'B4of5\'','\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',bxs,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',br,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B2of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',br,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B2of5\'','\'B2of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',el,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fa,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B2of5\'','\'B1of5\'','\'B1of5\'','\'B2of5\'',average
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fa,'\'B4of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B3of5\'','\'B1of5\'','\'B4of5\'','\'B3of5\'','\'B5of5\'','\'B4of5\'','\'B2of5\'','\'B2of5\'','\'B1of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B4of5\'','\'B1of5\'','\'B4of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',jo,'\'B3of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ka,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B4of5\'','\'B2of5\'','\'B2of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',nd,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B2of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',average
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ob,'\'B3of5\'','\'B1of5\'','\'B4of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ob,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ov,'\'B4of5\'','\'B1of5\'','\'B2of5\'','\'B4of5\'','\'B2of5\'','\'B2of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',pu,'\'B3of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B5of5\'','\'B3of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B4of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ro,'\'B3of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',rd,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B5of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',si,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',sm,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B3of5\'','\'B3of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ag,'\'B2of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B1of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',bxs,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B3of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',br,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',br,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',el,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B1of5\'','\'B2of5\'','\'B4of5\'','\'B3of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fa,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fa,'\'B4of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'','\'B1of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B2of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B4of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',fr,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',jo,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ka,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B2of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'','\'B2of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',nd,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ob,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B4of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ob,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ov,'\'B4of5\'','\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'','\'B3of5\'','\'B3of5\'','\'B4of5\'','\'B3of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',pu,'\'B3of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B4of5\'','\'B5of5\'','\'B2of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'',average
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B4of5\'','\'B1of5\'','\'B4of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'','\'B2of5\'',best
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',re,'\'B5of5\'','\'B1of5\'','\'B3of5\'','\'B5of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',ro,'\'B3of5\'','\'B1of5\'','\'B1of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'',low
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',rd,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'','\'B2of5\'','\'B2of5\'','\'B4of5\'','\'B4of5\'','\'B2of5\'',none
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',si,'\'B5of5\'','\'B1of5\'','\'B4of5\'','\'B4of5\'','\'B4of5\'','\'B3of5\'','\'B3of5\'','\'B3of5\'','\'B2of5\'','\'B2of5\'',good
'\'B1of5\'',Wai,'\'B1of5\'',Central_Hawkes_Bay_(coastal),N142_377/957,39__50,'\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'',sm,'\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B5of5\'','\'B2of5\'','\'B3of5\'','\'B1of5\'','\'B2of5\'','\'B2of5\'','\'B2of5\'',none
